FeatureID	FIELD_PA	EXP_PA	TYPE_PA	Taxon
3d5cbdf4baecd70b3536487ca19e87bf	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina
3d713676436074c1d05055e978adc89e	VonDamm only	Shared	Cosmo	Unassigned
3d90a8bc8425f227c0b6f9713f87c18e	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;OLIGO5;OLIGO5_X;OLIGO5_XX;OLIGO5_XX_sp.;
3dd2266957e33514fc317dd2689f6879	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Oligohymenophorea_X;Oligohymenophorea_XX;Cardiostomatella;Cardiostomatella_sp.;
3de82748fbd71613a6f64f1612ed8333	Piccard only	Shared	Cosmo	Eukaryota;Stramenopiles;Stramenopiles_X;Stramenopiles_XX;Stramenopiles_XXX;Stramenopiles_XXXX;Stramenopiles_XXXXX;Stramenopiles_XXXXX_sp.;
3e9004c04996ff86d65298c73c783dfd	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;OLIGO5;OLIGO5_X;OLIGO5_XX;OLIGO5_XX_sp.;
3eb0abe481a8a83a42178f6966186d7b	Shared across	Shared	Vent only	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_H;Strombidiidae_H_X;Strombidiidae_H_X_sp.;
3ec29b803d82af1ba3bd2087b1f35175	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Opalozoa;Bicoecea;Anoecales;Caecitellaceae;Caecitellus
3ec63ef7a9ab3fdc0c6b4008b68da5e6	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-35;Dino-Group-II-Clade-35_X;Dino-Group-II-Clade-35_X_sp.;
3edb3732c22e516318b183d0d3a8c993	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_J;Strombidiidae_J_X;Strombidiidae_J_X_sp.;
3edcee8c80895869f543724e8839a9e0	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3I;MAST-3I_X;MAST-3I_XX;MAST-3I_XX_sp.;
3edfedb2b89a3032290ba6599d626829	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;
3eec77eda6e82e9234687b1c4563330c	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
3eeff256fb06a80a1dd2f60099e1e519	Piccard only	Shared	Cosmo	Bacteria;Bacteria_X;Patescibacteria;Gracilibacteria;JGI_0000069P22;JGI_0000069P22_X;JGI_0000069P22_XX;JGI_0000069P22_XX_sp.;
3fa71e3dda54b25ba36373b5e4271397	Shared across	Shared	Cosmo	Eukaryota;Rhizaria;Radiolaria;RAD-B;RAD-B_X;RAD-B_X_Group-Ib;RAD-B_X_Group-Ib_X;RAD-B_X_Group-Ib_X_sp.;
3fa7e12deec9cb19606f32ea82ebe4c4	Shared across	Shared	Cosmo	Eukaryota;Rhizaria;Cercozoa;Cercozoa_X;Cercozoa_XX;Cercozoa_XXX;Cercozoa_XXXX;Cercozoa_XXXX_sp.;
3fb388eeba8c41369a05ccbeadf7e194	VonDamm only	Shared	Cosmo	Eukaryota;Rhizaria;Cercozoa;Filosa-Granofilosea;Filosa-Granofilosea_X;Massiteriidae;Massisteria;Massisteria_marina;
3fea14bc53af288387b76e2ecb30d0a4	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Nassophorea;Nassophorea_X;Discotrichidae;NASSO_1;NASSO_1_sp.;
3ff4e451039e99575e8f509c2f6054f2	Shared across	Shared	Cosmo	Eukaryota;Rhizaria;Radiolaria;RAD-A;RAD-A_X
402abe67e2f8baec2ce3faadd321479a	VonDamm only	Shared	Vent only	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-15;Dino-Group-II-Clade-15_X;Dino-Group-II-Clade-15_X_sp.;
402ba4aa3fe6035a30a5edac574baf81	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros
4044137ef59bb0de01000cfd5f04d7f0	VonDamm only	Shared	Cosmo	Eukaryota;Rhizaria;Radiolaria;Acantharea;Acantharea_3
4064c8d555ba78398c19a13f1f5a3ef4	Shared across	Shared	Cosmo	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_D;Stephanoecidae_Group_D_X;Stephanoecidae_Group_D_X_sp.;
40db14c7dc6215a64051a172a8b0fec1	Shared across	Shared	Cosmo	Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus_prasinos;
41122e8e9eafab04266fb0e7aa7fdeef	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;OLIGO5;OLIGO5_X;OLIGO5_XX;OLIGO5_XX_sp.;
411f4a5c4f0465d29574d8bc5f5d5463	VonDamm only	Shared	Vent only	Eukaryota;Stramenopiles;Stramenopiles_X;Stramenopiles_XX;Stramenopiles_XXX;Stramenopiles_XXXX;Stramenopiles_XXXXX;Stramenopiles_XXXXX_sp.;
4131327e3e89455098cad8a704b9bdc4	VonDamm only	Shared	Cosmo	Unassigned
416e06978da5317e17f99af8946b89a1	VonDamm only	Shared	Cosmo	Eukaryota;Rhizaria;Cercozoa;Filosa-Granofilosea;Limnofilida;Limnofilidae
41733428099ca2507d59008768ba4793	VonDamm only	Shared	Vent only	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3I;MAST-3I_X;MAST-3I_XX;MAST-3I_XX_sp.;
417934de7b29d9807f61d2688ad318e3	VonDamm only	Shared	Cosmo	Unassigned
418aeeacc0780f0a3cb516b4157b3880	VonDamm only	Shared	Cosmo	Unassigned
41aa558db03ff7bf571533d8bd1ebb40	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Picozoa;Picozoa_X;Picozoa_XX;Picozoa_XXX;Picozoa_XXXX;Picozoa_XXXX_sp.;
41c83c54adc6d3a6f0f309b3b353e4ac	Piccard only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Suctoria_X;Suctoria_XX;Suctoria_XX_sp.;
41e6df9f14c6bd85c3b647647c8b3b8d	VonDamm only	Shared	Cosmo	Unassigned
423bf839a7b92c0a7ebf7f6b1450fa45	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_7;Hartmannulidae;Hartmannulidae_X;Hartmannulidae_X_sp.;
425c5a211493ec9a8925e181441322b8	VonDamm only	Shared	Cosmo	Unassigned
42a860ab1c0dae9fe264abc99733e8b1	VonDamm only	Shared	Vent only	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
42df911083d049bc2a7c38289d2fc435	VonDamm only	Shared	Cosmo	Unassigned
431bfc83280a7d0857b8e1aea9248822	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagomonadaceae_clade_C;Pelagomonadaceae_clade_C_sp.;
43668b5bd679fbc27101c8250293fe1e	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3I;MAST-3I_X;MAST-3I_XX;MAST-3I_XX_sp.;
436c34a36a97cf239c312a5bfe65edc3	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Pseudofungi;MAST-1;MAST-1B;MAST-1B_X;MAST-1B_XX;MAST-1B_XX_sp.;
437b1e8f01c90bdf8d26306e115c7d97	VonDamm only	Shared	Vent only	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;
437cf4b51235d45c594dcb4c957ac492	VonDamm only	Shared	Cosmo	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Choanoflagellatea_X;Choanoflagellatea_X_Group_L;Choanoflagellatea_X_Group_L_X;Choanoflagellatea_X_Group_L_X_sp.;
43fbb45286d12cf4a612c92d9f75614c	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;MAST-4;MAST-4E;MAST-4E_X;MAST-4E_XX;MAST-4E_XX_sp.;
441f3453b827dff5322a0247069ed2eb	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Tintinnida;TIN_03
44538c3c4e3c271474418662f6d24a51	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Pentapharsodinium;Pentapharsodinium_sp.;
447d94edd802a2a1d702de417a74ab60	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;
449a2d31a443fa20fd209460f0d4144c	VonDamm only	Shared	Cosmo	Unassigned
44cc42f639180ca4632b763f495fe124	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Lepidodinium
44ec3b7df80d374a50df9951790cd85b	VonDamm only	Shared	Cosmo	Eukaryota;Opisthokonta;Fungi;Fungi_X;Fungi_XX;Fungi_XXX;Fungi_XXXX;Fungi_XXXX_sp.;
45488bea4a2a7dc5a48e5ac5ef7106f2	VonDamm only	Shared	Cosmo	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3I;MAST-3I_X;MAST-3I_XX;MAST-3I_XX_sp.;
4563334059741e2b932252f788d9b3e3	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
456ba18262f1cd5bd496b4af5d552a9b	VonDamm only	Shared	Vent only	Eukaryota;Opisthokonta;Opisthokonta_X;Opisthokonta_XX;Opisthokonta_XXX;Opisthokonta_XXXX;Opisthokonta_XXXXX;Opisthokonta_XXXXX_sp.;
45e28ba0b608c125da7919b97b939b07	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
45ebbecee5eee9cc197625683983d753	Piccard only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;OLIGO5;OLIGO5_X;OLIGO5_XX;OLIGO5_XX_sp.;
45f4eb3b00d0cfd699cc9ce2226dcd2b	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;
462b2c57b8bbf63ed4e4349b7399096e	VonDamm only	Shared	Cosmo	Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX
462d8ca6b7fbd2c851481c08d0aac210	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_8;Dysteriidae
4696060f718ba8a53cb545d77fb2a863	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Karyorelictea;Karyorelictea_X;Trachelocercidae
46bc41c8e7c434c42695895392082c11	VonDamm only	Shared	Cosmo	Eukaryota;Rhizaria;Radiolaria;Acantharea;Acantharea_B;Acantharea_B2;Phyllostaurus_B2;Phyllostaurus_B2_echinoides;
47245425862daac56dff2c370cfd8a3f	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
47514042e069de7917c32421104f696a	VonDamm only	Shared	Cosmo	Eukaryota;Opisthokonta;Fungi;Fungi_X;Fungi_XX;Fungi_XXX;Fungi_XXXX;Fungi_XXXX_sp.;
478102b235624e3731ad824b56f82c2e	VonDamm only	Shared	Vent only	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II
47b0c55ab4a737fb94c756f7e1c71efa	VonDamm only	Shared	Vent only	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3I;MAST-3I_X;MAST-3I_XX;MAST-3I_XX_sp.;
481946e531b59cac74d1ef1bd51eab8c	VonDamm only	Shared	Cosmo	Unassigned
481e5c412a785a20dd8d0025652cbaeb	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II
48251253676314ded2171d5a56d6c126	Piccard only	Shared	Cosmo	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea
4836772dcf663d799319ecf784a3cc1c	VonDamm only	Shared	Vent only	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11;Dino-Group-II-Clade-10-and-11_X;Dino-Group-II-Clade-10-and-11_X_sp.;
483aad2db2fda295accd55b3b6cc11ba	Shared across	Shared	Cosmo	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_I;Stephanoecidae_Group_I_X;Stephanoecidae_Group_I_X_sp.;
4849b4c641ccf82038d49f898cec1672	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;MAST-7;MAST-7D;MAST-7D_X;MAST-7D_XX;MAST-7D_XX_sp.;
489171dc1dac332e28d6db3f18eea233	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1_X;Dino-Group-I-Clade-1_X_sp.;
48a0c1b5a7243b6889934ec065fff1a5	Shared across	Shared	Vent only	Unassigned
48a325d3cea4bb4a8b14c9acfcc347bc	VonDamm only	Shared	Cosmo	Eukaryota;Rhizaria;Radiolaria;Acantharea;Acantharea_A;Acantharea_A_X;Acanthoplegma;Acanthoplegma_sp.;
48a8b66d1697382c890ee998ccab7e4c	Shared across	Shared	Cosmo	Eukaryota;Rhizaria;Radiolaria;Acantharea;Acantharea_1;Acantharea_1_X;Acantharea_1_XX;Acantharea_1_XX_sp.;
48ba2867fe08df504edb4c417cb6f093	VonDamm only	Shared	Vent only	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Leegaardiellidae_B;Leegaardiella;Leegaardiella_sp.;
48df97925854dfb76e38b18cc3019e95	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-2;Dino-Group-I-Clade-2_X;Dino-Group-I-Clade-2_X_sp.;
495b6de3aebb07ef9e1032625f6309e0	VonDamm only	Shared	Cosmo	Eukaryota;Stramenopiles;Opalozoa;Bicoecea;Borokales;Borokaceae;Borokaceae_X;Borokaceae_X_sp.;
4969f176bbe719c4bbce3665d411c07c	VonDamm only	Shared	Vent only	Eukaryota;Rhizaria;Radiolaria;Acantharea;Acantharea_3;Acantharea_3a;Acantharea_3a_X;Acantharea_3a_X_sp.;
49743a20701371b6a79b3243eb9fc2a0	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;MAST-7;MAST-7B;MAST-7B_X;MAST-7B_XX;MAST-7B_XX_sp.;
49add2f82bd147f22558809fec02876a	VonDamm only	Shared	Vent only	Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulomycetes_X
49b3382207b01b058dcee0641ea6e757	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;CONThreeP;CONThreeP_X;CONThreeP_XX
49b971e10181a43441f9a3e0bea001b3	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-6;Dino-Group-I-Clade-6_X;Dino-Group-I-Clade-6_X_sp.;
49c246f9a8ef1ba888b21b24fb5b56cb	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Tontoniidae_B
49c6ecc9f24cf934213fa59f63198db3	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-22;Dino-Group-II-Clade-22_X;Dino-Group-II-Clade-22_X_sp.;
49e0d6d46080b80a850e2cf8dd4112a3	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulomycetes_X;Labyrinthulomycetes_X_LAB15;Labyrinthulomycetes_X_LAB15_X;Labyrinthulomycetes_X_LAB15_X_sp.;
4a131a8582c92eaeca4438d46df92499	VonDamm only	Shared	Cosmo	Unassigned
4a13767918c992b1601e9f0ad3ad0d0c	VonDamm only	Shared	Vent only	Eukaryota;Rhizaria;Radiolaria;Acantharea
4a6e0df5a6586493b3310d05da515213	VonDamm only	Shared	Cosmo	Eukaryota;Rhizaria;Radiolaria;Acantharea;Acantharea_B;Acantharea_B1;Acanthochiasma;Acanthochiasma_sp.;
4a7b282844ce62f23f636573357d268d	Piccard only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_7;Hartmannulidae;Hartmannulidae_X;Hartmannulidae_X_sp.;
4abab223ad159cc03590362c62214426	VonDamm only	Shared	Vent only	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-29;Dino-Group-II-Clade-29_X;Dino-Group-II-Clade-29_X_sp.;
4ace92dce2d0935e5f80b89930453d93	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Scrippsiella
4adeaf92e39dc870e81b0215358ed80e	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-15;Dino-Group-II-Clade-15_X;Dino-Group-II-Clade-15_X_sp.;
4ae556809ba9ed086f7075fda3342be4	Shared across	Shared	Vent only	Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa
4b0a0b24726b9f5b336d0d2b1654bf1c	VonDamm only	Shared	Vent only	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-15;Dino-Group-II-Clade-15_X;Dino-Group-II-Clade-15_X_sp.;
4bc517080c328dce22f71e47db1c8d3f	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;
4bf9db9b27120ab2b0c87ab4753faf89	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis_sp.;
4bfff54e1bc5569fb55013d23478f63c	VonDamm only	Shared	Vent only	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3I;MAST-3I_X;MAST-3I_XX;MAST-3I_XX_sp.;
4c1d8d69323a21eebeccbd3621268e8c	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Acinetidae_1;Acinetidae_1_X;Acinetidae_1_X_sp.;
4c6752d76ed0e1dad08704eabab55fc9	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-III;Dino-Group-III_X;Dino-Group-III_XX;Dino-Group-III_XX_sp.;
4c8f586dac086c52b3e9e6f4f33bc0e1	Piccard only	Shared	Cosmo	Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Protodrilus
4c930f123f6cf5483b2fc6ef40a1bce9	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Phyllopharyngea
4c99cf2acec9992c56cad8f926b1e1f0	VonDamm only	Shared	Cosmo	Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda
4cf82b850622ff617e6e710f27798c22	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-5;Dino-Group-II-Clade-5_X;Dino-Group-II-Clade-5_X_sp.;
4d1221b47bf2ebc1059368debe784349	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;MAST-11;MAST-11_X;MAST-11_XX;MAST-11_XXX;MAST-11_XXX_sp.;
4d1b173f81e711afb993026df18ab6b9	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulomycetes_X;Labyrinthulomycetes_X_LAB15;Labyrinthulomycetes_X_LAB15_X;Labyrinthulomycetes_X_LAB15_X_sp.;
4d3d41af3263a76f105e8905df0d41fc	VonDamm only	Shared	Cosmo	Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Goniomonadales;Goniomonadales_X;Goniomonas;Goniomonas_sp.;
4d6c118910206a89191ce805180fe971	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-III;Dino-Group-III_X;Dino-Group-III_XX;Dino-Group-III_XX_sp.;
4dac57ca71032d0748a14db84fb0da41	VonDamm only	Shared	Vent only	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-14;Dino-Group-II-Clade-14_X;Dino-Group-II-Clade-14_X_sp.;
4db5418f710ba6f4b734984524106859	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae
4dccfc6e5df6764816851eed81992061	Piccard only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
4de0f47029344592ae91da96f3c692a8	VonDamm only	Shared	Vent only	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3J;MAST-3J_X;MAST-3J_XX;MAST-3J_XX_sp.;
4e2085a641621c5ce8d0edfa6a054149	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-23;Dino-Group-II-Clade-23_X;Dino-Group-II-Clade-23_X_sp.;
4e3cb3247b0b5087fdb3a77a2d50e328	VonDamm only	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulida;Labyrinthulaceae;Labyrinthulaceae_ANT10_3;Labyrinthulaceae_ANT10_3_sp.;
4e9be2436fde89b8f71475a3d3a88f76	VonDamm only	Shared	Cosmo	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3J;MAST-3J_X;MAST-3J_XX;MAST-3J_XX_sp.;
4eabf5a10f6957d5b6b2b16fccdcf7bb	VonDamm only	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae
4eed933e1ba696831702663d9a001926	VonDamm only	Shared	Vent only	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1_X;Dino-Group-I-Clade-1_X_sp.;
4f3b3f535e9262f53ae46b803db31def	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;MAST-8
4f74a3f42faa2b0b57547fbee5bf684f	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Nassophorea;Nassophorea_X;Discotrichidae;NASSO_1;NASSO_1_sp.;
4fabc8e5b1f59482e70901065172fef0	VonDamm only	Shared	Cosmo	Unassigned
4fac25f0977602745ef15d9d218dddc7	Shared across	Shared	Cosmo	Unassigned
4ff40fdcf2f17189045ee161d0760bbb	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Ochrophyta;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX
501c54700e50acf99c86205c4ff05179	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;Nitzschia
5034347523597c109af69497a097f926	Piccard only	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_8;Dysteriidae
503a8b2600c51ed0e099e78456d32d4f	VonDamm only	Shared	Cosmo	Eukaryota;Rhizaria;Radiolaria;Acantharea;Acantharea_3;Acantharea_3a;Acantharea_3a_X;Acantharea_3a_X_sp.;
503b1a3f673ba86332add2a55fc77da7	VonDamm only	Shared	Cosmo	Eukaryota;Hacrobia;Haptophyta
504dbcb909807c8073370117db24f29b	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;
50534ef2ee3bceb67f6e1d135dc35bb4	VonDamm only	Shared	Cosmo	Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3I;MAST-3I_X;MAST-3I_XX;MAST-3I_XX_sp.;
507b4404742dde8be82715d3ba1b5644	VonDamm only	Shared	Cosmo	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Craspedida;Salpingoecidae_Group_C2
508aba2d4e0d5a6fc76ad12d84d911f4	Piccard only	Shared	Cosmo	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;
50b2e059e2589c4cdf9ffd8a3bb6e76e	Shared across	Shared	Cosmo	Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-1;Telonemia-Group-1_X;Telonemia-Group-1_X_sp.;
50cf28de6a4521114a492daadb72dd09	Shared across	Shared	Cosmo	Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Florenciellales;Pseudochattonella
5101b9ab582658f13880f39e75321f3e	VonDamm only	Shared	Cosmo	Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulomycetes_X;Labyrinthulomycetes_X_LAB15;Labyrinthulomycetes_X_LAB15_X;Labyrinthulomycetes_X_LAB15_X_sp.;
51164f86bb3a325f94dbe2e86d5bab4c	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Ciliophora;Plagiopylea
52580b66c19d0b7d406fd69b0823e1dc	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
52bf6707c687b9d496ac9e1e2d18cde9	Shared across	Shared	Cosmo	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;
52d27cf4acb66c6bf6ffc76691d10332	Shared across	Shared	Cosmo	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_E;Stephanoecidae_Group_E_X;Stephanoecidae_Group_E_X_sp.;
