DATE	SAMPLE	EXP-ID	vol (ml)	Mag (x)	FOV	"<20um, no FLP"	">20um, no FLP"	"<20um, w FLP [comma sep #/cell]"	">20um, w FLP [comma sep #/cell)"	Notes	Data compiled
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	8						6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	9			1			6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	10						6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	11	1	1				6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	12						6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	13						6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	14			2			6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	15	1					6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	16						6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	17			4			6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	18						6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	19						6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	20		1				6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	21						6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	22			5			6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	23						6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	24						6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	25						6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	26	1					6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	27	1					6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	28	2					6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	29						6/11/20
5/21/20	VD-ShrimpHole	T10-Rep2	50	100	30						6/11/20
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	1	1					
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	2						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	3						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	4						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	5						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	6						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	7						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	8						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	9						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	10			1			
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	11	1					
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	12						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	13						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	14						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	15						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	16						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	17						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	18	1					
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	19	1					
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	20						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	21						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	22						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	23						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	24						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	25						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	26						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	27						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	28						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	29						
8/25/20	VD-ShrimpHole	T20-Rep1	50	100	30						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	1	1		1			
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	2	1					
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	3						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	4						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	5			2			
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	6	1					
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	7						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	8						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	9			1			
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	10	1					
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	11						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	12						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	13						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	14			1			
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	15						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	16						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	17						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	18						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	19						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	20						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	21						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	22						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	23						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	24						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	25	1					
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	26						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	27						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	28						
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	29	1					
8/25/20	VD-ShrimpHole	T40-Rep1	50	100	30	1					
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	1	2					
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	2						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	3			4			
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	4	1					
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	5		1				
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	6						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	7						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	8	1					
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	9						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	10						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	11	1		2			
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	12						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	13						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	14						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	15						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	16						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	17						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	18						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	19						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	20		1				
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	21						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	22	1					
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	23						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	24						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	25						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	26	1					
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	27						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	28	1					
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	29						
8/25/20	VD-ShrimpHole	T20-Rep2	50	100	30						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	1						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	2						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	3						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	4						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	5						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	6			4			
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	7	1					
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	8			2			
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	9		1	2			
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	10						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	11						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	12						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	13						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	14						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	15						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	16						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	17						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	18						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	19			3			
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	20						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	21						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	22						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	23						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	24						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	25						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	26						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	27						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	28						
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	29			2			
8/25/20	VD-ShrimpHole	T40-Rep2	50	100	30						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	1		1				
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	2	1					
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	3						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	4						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	5						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	6						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	7	1					
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	8	1					
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	9	1					
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	10						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	11						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	12						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	13			1			
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	14						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	15	1					
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	16	2					
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	17						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	18						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	19						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	20						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	21		1				
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	22		1				
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	23						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	24	1					
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	25						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	26						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	27						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	28						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	29						
9/24/20	VD-ShrimpHole	T10-Rep1	50	100	30			3			
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	1		2			"Lots of elongated cells, all of shrimp hole samplse?"	
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	2						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	3		1				
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	4						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	5						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	6			5			
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	7						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	8						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	9						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	10						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	11	1					
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	12						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	13						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	14			3			
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	15			2			
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	16						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	17	1					
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	18						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	19		1				
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	20			1			
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	21						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	22						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	23						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	24						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	25		1				
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	26			3			
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	27						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	28						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	29						
9/24/20	VD-ShrimpHole	T15-Rep2	50	100	30	1					
10/8/20	VD-Rav2	T0-IGT4b	30	100	1	2					
10/8/20	VD-Rav2	T0-IGT4b	30	100	2			3			
10/8/20	VD-Rav2	T0-IGT4b	30	100	3						
10/8/20	VD-Rav2	T0-IGT4b	30	100	4	1					
10/8/20	VD-Rav2	T0-IGT4b	30	100	5	2					
10/8/20	VD-Rav2	T0-IGT4b	30	100	6						
10/8/20	VD-Rav2	T0-IGT4b	30	100	7	1					
10/8/20	VD-Rav2	T0-IGT4b	30	100	8						
10/8/20	VD-Rav2	T0-IGT4b	30	100	9						
10/8/20	VD-Rav2	T0-IGT4b	30	100	10						
10/8/20	VD-Rav2	T0-IGT4b	30	100	11						
10/8/20	VD-Rav2	T0-IGT4b	30	100	12						
10/8/20	VD-Rav2	T0-IGT4b	30	100	13						
10/8/20	VD-Rav2	T0-IGT4b	30	100	14						
10/8/20	VD-Rav2	T0-IGT4b	30	100	15						
10/8/20	VD-Rav2	T0-IGT4b	30	100	16	2					
10/8/20	VD-Rav2	T0-IGT4b	30	100	17						
10/8/20	VD-Rav2	T0-IGT4b	30	100	18	1					
10/8/20	VD-Rav2	T0-IGT4b	30	100	19		1				
10/8/20	VD-Rav2	T0-IGT4b	30	100	20						
10/8/20	VD-Rav2	T0-IGT4b	30	100	21	1					
10/8/20	VD-Rav2	T0-IGT4b	30	100	22						
10/8/20	VD-Rav2	T0-IGT4b	30	100	23						
10/8/20	VD-Rav2	T0-IGT4b	30	100	24						
10/8/20	VD-Rav2	T0-IGT4b	30	100	25						
10/8/20	VD-Rav2	T0-IGT4b	30	100	26	1					
10/8/20	VD-Rav2	T0-IGT4b	30	100	27						
10/8/20	VD-Rav2	T0-IGT4b	30	100	28						
10/8/20	VD-Rav2	T0-IGT4b	30	100	29	2					
10/8/20	VD-Rav2	T0-IGT4b	30	100	30	1					
10/8/20	VD-Rav2	T1-IGT4b	30	100						Not countable	
10/8/20	VD-Rav2	T2-IGT4b	30	100	1	1					
10/8/20	VD-Rav2	T2-IGT4b	30	100	2			1			
10/8/20	VD-Rav2	T2-IGT4b	30	100	3	1					
10/8/20	VD-Rav2	T2-IGT4b	30	100	4						
10/8/20	VD-Rav2	T2-IGT4b	30	100	5				2		
10/8/20	VD-Rav2	T2-IGT4b	30	100	6						
10/8/20	VD-Rav2	T2-IGT4b	30	100	7	1		1			
10/8/20	VD-Rav2	T2-IGT4b	30	100	8	3					
10/8/20	VD-Rav2	T2-IGT4b	30	100	9				1		
10/8/20	VD-Rav2	T2-IGT4b	30	100	10						
10/8/20	VD-Rav2	T2-IGT4b	30	100	11						
10/8/20	VD-Rav2	T2-IGT4b	30	100	12						
10/8/20	VD-Rav2	T2-IGT4b	30	100	13						
10/8/20	VD-Rav2	T2-IGT4b	30	100	14						
10/8/20	VD-Rav2	T2-IGT4b	30	100	15						
10/8/20	VD-Rav2	T2-IGT4b	30	100	16	2					
10/8/20	VD-Rav2	T2-IGT4b	30	100	17						
10/8/20	VD-Rav2	T2-IGT4b	30	100	18	1		2			
10/8/20	VD-Rav2	T2-IGT4b	30	100	19	1					
10/8/20	VD-Rav2	T2-IGT4b	30	100	20						
10/8/20	VD-Rav2	T2-IGT4b	30	100	21	1					
10/8/20	VD-Rav2	T2-IGT4b	30	100	22	1					
10/8/20	VD-Rav2	T2-IGT4b	30	100	23						
10/8/20	VD-Rav2	T2-IGT4b	30	100	24		1				
10/8/20	VD-Rav2	T2-IGT4b	30	100	25	1			1		
10/8/20	VD-Rav2	T2-IGT4b	30	100	26						
10/8/20	VD-Rav2	T2-IGT4b	30	100	27						
10/8/20	VD-Rav2	T2-IGT4b	30	100	28						
10/8/20	VD-Rav2	T2-IGT4b	30	100	29						
10/8/20	VD-Rav2	T2-IGT4b	30	100	30	1					
10/8/20	VD-Rav2	T3-IGT4b	60	100	1	1		2			
10/8/20	VD-Rav2	T3-IGT4b	60	100	2	1					
10/8/20	VD-Rav2	T3-IGT4b	60	100	3						
10/8/20	VD-Rav2	T3-IGT4b	60	100	4						
10/8/20	VD-Rav2	T3-IGT4b	60	100	5	1					
10/8/20	VD-Rav2	T3-IGT4b	60	100	6						
10/8/20	VD-Rav2	T3-IGT4b	60	100	7						
10/8/20	VD-Rav2	T3-IGT4b	60	100	8	1					
10/8/20	VD-Rav2	T3-IGT4b	60	100	9	1					
10/8/20	VD-Rav2	T3-IGT4b	60	100	10	1					
10/8/20	VD-Rav2	T3-IGT4b	60	100	11	1		1			
10/8/20	VD-Rav2	T3-IGT4b	60	100	12						
10/8/20	VD-Rav2	T3-IGT4b	60	100	13	1					
10/8/20	VD-Rav2	T3-IGT4b	60	100	14	1					
10/8/20	VD-Rav2	T3-IGT4b	60	100	15						
10/8/20	VD-Rav2	T3-IGT4b	60	100	16						
10/8/20	VD-Rav2	T3-IGT4b	60	100	17						
10/8/20	VD-Rav2	T3-IGT4b	60	100	18						
10/8/20	VD-Rav2	T3-IGT4b	60	100	19	2					
10/8/20	VD-Rav2	T3-IGT4b	60	100	20	1					
10/8/20	VD-Rav2	T3-IGT4b	60	100	21						
10/8/20	VD-Rav2	T3-IGT4b	60	100	22	1		1			
10/8/20	VD-Rav2	T3-IGT4b	60	100	23	1					
10/8/20	VD-Rav2	T3-IGT4b	60	100	24						
10/8/20	VD-Rav2	T3-IGT4b	60	100	25						
10/8/20	VD-Rav2	T3-IGT4b	60	100	26	1					
10/8/20	VD-Rav2	T3-IGT4b	60	100	27						
10/8/20	VD-Rav2	T3-IGT4b	60	100	28						
10/8/20	VD-Rav2	T3-IGT4b	60	100	29	1					
10/8/20	VD-Rav2	T3-IGT4b	60	100	30						
10/8/20	VD-Rav2	T0-IGT5b	30	100	1	1	1				
10/8/20	VD-Rav2	T0-IGT5b	30	100	2						
10/8/20	VD-Rav2	T0-IGT5b	30	100	3						
10/8/20	VD-Rav2	T0-IGT5b	30	100	4						
10/8/20	VD-Rav2	T0-IGT5b	30	100	5						
10/8/20	VD-Rav2	T0-IGT5b	30	100	6						
10/8/20	VD-Rav2	T0-IGT5b	30	100	7						
10/8/20	VD-Rav2	T0-IGT5b	30	100	8						
10/8/20	VD-Rav2	T0-IGT5b	30	100	9	1					
10/8/20	VD-Rav2	T0-IGT5b	30	100	10						
10/8/20	VD-Rav2	T0-IGT5b	30	100	11						
10/8/20	VD-Rav2	T0-IGT5b	30	100	12	1					
10/8/20	VD-Rav2	T0-IGT5b	30	100	13	1					
10/8/20	VD-Rav2	T0-IGT5b	30	100	14						
10/8/20	VD-Rav2	T0-IGT5b	30	100	15						
10/8/20	VD-Rav2	T0-IGT5b	30	100	16						
10/8/20	VD-Rav2	T0-IGT5b	30	100	17						
10/8/20	VD-Rav2	T0-IGT5b	30	100	18						
10/8/20	VD-Rav2	T0-IGT5b	30	100	19	1		1			
10/8/20	VD-Rav2	T0-IGT5b	30	100	20						
10/8/20	VD-Rav2	T0-IGT5b	30	100	21						
10/8/20	VD-Rav2	T0-IGT5b	30	100	22						
10/8/20	VD-Rav2	T0-IGT5b	30	100	23						
10/8/20	VD-Rav2	T0-IGT5b	30	100	24	1					
10/8/20	VD-Rav2	T0-IGT5b	30	100	25						
10/8/20	VD-Rav2	T0-IGT5b	30	100	26						
10/8/20	VD-Rav2	T0-IGT5b	30	100	27						
10/8/20	VD-Rav2	T0-IGT5b	30	100	28	2					
10/8/20	VD-Rav2	T0-IGT5b	30	100	29						
10/8/20	VD-Rav2	T0-IGT5b	30	100	30						
10/8/20	VD-Rav2	T1-IGT5b	30	100						Not countable	
10/8/20	VD-Rav2	T2-IGT5b	30	100						Not countable	
10/8/20	VD-Rav2	T3-IGT5b	60	100	1				2		
10/8/20	VD-Rav2	T3-IGT5b	60	100	2						
10/8/20	VD-Rav2	T3-IGT5b	60	100	3						
10/8/20	VD-Rav2	T3-IGT5b	60	100	4						
10/8/20	VD-Rav2	T3-IGT5b	60	100	5						
10/8/20	VD-Rav2	T3-IGT5b	60	100	6						
10/8/20	VD-Rav2	T3-IGT5b	60	100	7		1				
10/8/20	VD-Rav2	T3-IGT5b	60	100	8	1					
10/8/20	VD-Rav2	T3-IGT5b	60	100	9						
10/8/20	VD-Rav2	T3-IGT5b	60	100	10						
10/8/20	VD-Rav2	T3-IGT5b	60	100	11						
10/8/20	VD-Rav2	T3-IGT5b	60	100	12			"1,2"			
10/8/20	VD-Rav2	T3-IGT5b	60	100	13						
10/8/20	VD-Rav2	T3-IGT5b	60	100	14						
10/8/20	VD-Rav2	T3-IGT5b	60	100	15						
10/8/20	VD-Rav2	T3-IGT5b	60	100	16						
10/8/20	VD-Rav2	T3-IGT5b	60	100	17	1					
10/8/20	VD-Rav2	T3-IGT5b	60	100	18						
10/8/20	VD-Rav2	T3-IGT5b	60	100	19						
10/8/20	VD-Rav2	T3-IGT5b	60	100	20						
10/8/20	VD-Rav2	T3-IGT5b	60	100	21						
10/8/20	VD-Rav2	T3-IGT5b	60	100	22			1			
10/8/20	VD-Rav2	T3-IGT5b	60	100	23						
10/8/20	VD-Rav2	T3-IGT5b	60	100	24		1				
10/8/20	VD-Rav2	T3-IGT5b	60	100	25						
10/8/20	VD-Rav2	T3-IGT5b	60	100	26						
10/8/20	VD-Rav2	T3-IGT5b	60	100	27	1					
10/8/20	VD-Rav2	T3-IGT5b	60	100	28						
10/8/20	VD-Rav2	T3-IGT5b	60	100	29			1			
10/8/20	VD-Rav2	T3-IGT5b	60	100	30						
10/8/20	VD-OMT	T0-IGT4b	30	100	1		1				
10/8/20	VD-OMT	T0-IGT4b	30	100	2	1					
10/8/20	VD-OMT	T0-IGT4b	30	100	3		1				
10/8/20	VD-OMT	T0-IGT4b	30	100	4						
10/8/20	VD-OMT	T0-IGT4b	30	100	5	1					
10/8/20	VD-OMT	T0-IGT4b	30	100	6	1					
10/8/20	VD-OMT	T0-IGT4b	30	100	7	1	1				
10/8/20	VD-OMT	T0-IGT4b	30	100	8						
10/8/20	VD-OMT	T0-IGT4b	30	100	9						
10/8/20	VD-OMT	T0-IGT4b	30	100	10	2					
10/8/20	VD-OMT	T0-IGT4b	30	100	11						
10/8/20	VD-OMT	T0-IGT4b	30	100	12						
10/8/20	VD-OMT	T0-IGT4b	30	100	13	1					
10/8/20	VD-OMT	T0-IGT4b	30	100	14	1		2			
10/8/20	VD-OMT	T0-IGT4b	30	100	15	1		1			
10/8/20	VD-OMT	T0-IGT4b	30	100	16						
10/8/20	VD-OMT	T0-IGT4b	30	100	17						
10/8/20	VD-OMT	T0-IGT4b	30	100	18						
10/8/20	VD-OMT	T0-IGT4b	30	100	19						
10/8/20	VD-OMT	T0-IGT4b	30	100	20		1	1			
10/8/20	VD-OMT	T0-IGT4b	30	100	21						
10/8/20	VD-OMT	T0-IGT4b	30	100	22						
10/8/20	VD-OMT	T0-IGT4b	30	100	23						
10/8/20	VD-OMT	T0-IGT4b	30	100	24	1					
10/8/20	VD-OMT	T0-IGT4b	30	100	25						
10/8/20	VD-OMT	T0-IGT4b	30	100	26						
10/8/20	VD-OMT	T0-IGT4b	30	100	27						
10/8/20	VD-OMT	T0-IGT4b	30	100	28						
10/8/20	VD-OMT	T0-IGT4b	30	100	29						
10/8/20	VD-OMT	T0-IGT4b	30	100	30						
10/8/20	VD-OMT	T1-IGT4b	30	100	1						
10/8/20	VD-OMT	T1-IGT4b	30	100	2						
10/8/20	VD-OMT	T1-IGT4b	30	100	3						
10/8/20	VD-OMT	T1-IGT4b	30	100	4						
10/8/20	VD-OMT	T1-IGT4b	30	100	5						
10/8/20	VD-OMT	T1-IGT4b	30	100	6	1					
10/8/20	VD-OMT	T1-IGT4b	30	100	7	1		1			
10/8/20	VD-OMT	T1-IGT4b	30	100	8						
10/8/20	VD-OMT	T1-IGT4b	30	100	9						
10/8/20	VD-OMT	T1-IGT4b	30	100	10						
10/8/20	VD-OMT	T1-IGT4b	30	100	11	1					
10/8/20	VD-OMT	T1-IGT4b	30	100	12						
10/8/20	VD-OMT	T1-IGT4b	30	100	13						
10/8/20	VD-OMT	T1-IGT4b	30	100	14						
10/8/20	VD-OMT	T1-IGT4b	30	100	15						
10/8/20	VD-OMT	T1-IGT4b	30	100	16						
10/8/20	VD-OMT	T1-IGT4b	30	100	17						
10/8/20	VD-OMT	T1-IGT4b	30	100	18						
10/8/20	VD-OMT	T1-IGT4b	30	100	19			2			
10/8/20	VD-OMT	T1-IGT4b	30	100	20	1					
10/8/20	VD-OMT	T1-IGT4b	30	100	21						
10/8/20	VD-OMT	T1-IGT4b	30	100	22						
10/8/20	VD-OMT	T1-IGT4b	30	100	23						
10/8/20	VD-OMT	T1-IGT4b	30	100	24						
10/8/20	VD-OMT	T1-IGT4b	30	100	25						
10/8/20	VD-OMT	T1-IGT4b	30	100	26						
10/8/20	VD-OMT	T1-IGT4b	30	100	27						
10/8/20	VD-OMT	T1-IGT4b	30	100	28	1		1			
10/8/20	VD-OMT	T1-IGT4b	30	100	29						
10/8/20	VD-OMT	T1-IGT4b	30	100	30	1					
10/8/20	VD-OMT	T2-IGT4b	30	100	1	1			3		
10/8/20	VD-OMT	T2-IGT4b	30	100	2						
10/8/20	VD-OMT	T2-IGT4b	30	100	3						
10/8/20	VD-OMT	T2-IGT4b	30	100	4				2		
10/8/20	VD-OMT	T2-IGT4b	30	100	5						
10/8/20	VD-OMT	T2-IGT4b	30	100	6						
10/8/20	VD-OMT	T2-IGT4b	30	100	7						
10/8/20	VD-OMT	T2-IGT4b	30	100	8						
10/8/20	VD-OMT	T2-IGT4b	30	100	9						
10/8/20	VD-OMT	T2-IGT4b	30	100	10	2					
10/8/20	VD-OMT	T2-IGT4b	30	100	11			1			
10/8/20	VD-OMT	T2-IGT4b	30	100	12				1		
10/8/20	VD-OMT	T2-IGT4b	30	100	13						
10/8/20	VD-OMT	T2-IGT4b	30	100	14						
10/8/20	VD-OMT	T2-IGT4b	30	100	15						
10/8/20	VD-OMT	T2-IGT4b	30	100	16						
10/8/20	VD-OMT	T2-IGT4b	30	100	17						
10/8/20	VD-OMT	T2-IGT4b	30	100	18						
10/8/20	VD-OMT	T2-IGT4b	30	100	19	1					
